@relation s1

@attribute AccX_mean numeric
@attribute AccX_variance numeric
@attribute AccY_mean numeric
@attribute AccY_variance numeric
@attribute AccZ_mean numeric
@attribute AccZ_variance numeric
@attribute GyrX_mean numeric
@attribute GyrX_variance numeric
@attribute GyrY_mean numeric
@attribute GyrY_variance numeric
@attribute GyrZ_mean numeric
@attribute GyrZ_variance numeric
@attribute class {bike,downstairs,lie,run,sit,stand,upstairs,walk}

@data
527.398438,30.802185,498.828125,16.939209,522.992188,94.570251,527.382813,233.767517,512.507813,16.859314,0,0,bike
527.828125,25.204834,496.914063,18.578552,518.65625,120.881836,525.898438,215.466248,515.195313,38.329041,0,0,bike
526.414063,123.66449,498.6875,59.996094,509.914063,766.672302,525.835938,467.949646,516.296875,65.099365,0.1875,0.527344,bike
528.382813,1576.111267,498.101563,569.841248,510.578125,10734.478271,530.085938,5746.141052,518.445313,689.512634,1.6875,2.214844,bike
532.15625,2282.741211,494.671875,1225.501709,523.0625,16310.214844,531.4375,12186.371094,517.382813,1543.798767,3,0,run
533.617188,1984.439392,493.4375,1408.199219,518.9375,14182.761719,528.25,14776.203125,514.203125,1542.349365,3,0,run
533.140625,2518.2146,493.226563,1412.347107,515.21875,17538.624023,527.351563,14971.290466,515.765625,1329.710693,3,0,run
533.445313,2507.122009,497.242188,1336.824158,521.5625,16633.542969,526.867188,9898.443298,512.242188,1472.230408,3,0,run
534.921875,2181.056396,504.015625,1324.718506,519.773438,12838.581482,525.890625,4107.441162,510.015625,1376.140381,3,0,run
534.828125,1977.064209,507.546875,1033.716553,517.671875,11231.345459,523.953125,2085.450928,511.445313,1030.856384,3,0,run
531.867188,2443.380798,501.46875,1035.983398,518.445313,18883.903259,524.828125,3424.282959,509.984375,1326.515381,3,0,run
531.234375,2393.491943,497.4375,1297.824219,523.609375,21997.534912,524.851563,5683.282654,511.710938,1516.06488,3,0,run
530.015625,2040.124756,501.539063,1144.404724,518.101563,13892.809998,525.015625,5122.015381,514.234375,1266.757568,3,0,run
526.929688,1890.237244,503,929.953125,515.351563,9170.181091,528.703125,4558.45874,512.9375,1163.714844,3,0,run
526.914063,1668.312927,502.492188,809.218689,524.757813,9408.386658,528.953125,3764.013428,510.6875,1032.449219,3,0,run
525.070313,1282.768494,503.585938,807.94574,526.148438,8764.829529,526.28125,2432.561523,510.648438,1053.696716,3,0,run
520.257813,723.472595,507.773438,729.393982,519.429688,5411.948181,524.40625,1885.053711,511.789063,959.885193,3,0,run
517.203125,706.70874,508.890625,630.347412,518.109375,5169.175537,522.5,1340.0625,509.40625,944.569336,3,0,run
518.195313,998.860291,508.929688,974.690369,517.921875,7271.712646,525.9375,1695.652344,509.617188,1042.095642,3,0,run
518.875,1005.0625,508.875,1083.109375,516.296875,6754.23999,530.46875,2327.139648,512.65625,1005.163086,3,0,run
517.921875,596.087646,507.265625,658.804443,519.164063,4850.699646,528.039063,2050.115662,512.625,853.28125,3,0,run
517.617188,1220.408142,507.992188,1068.492126,514.8125,11097.871094,529.140625,1816.18335,514.617188,987.439392,3,0,run
518.257813,2317.691345,502.179688,2185.444275,515.03125,20934.264648,527.21875,6005.342773,516.828125,1873.329834,3,0,run
517.8125,2467.496094,493.359375,2016.93335,523.234375,23539.976318,524.648438,10968.915466,516.742188,2300.878845,3,0,run
518.328125,2567.595459,488.96875,1458.452148,520.523438,24008.108826,522.679688,11187.967712,517.539063,2922.029724,3,0,run
518.382813,2854.892517,489.28125,1617.702148,517.054688,28439.364197,518.21875,10876.280273,518.945313,3343.614197,3,0,run
516.5,2532.28125,486.5625,2139.683594,510.773438,26056.815857,526,15414.671875,525.640625,3107.7146,3,0,run
518.390625,1932.503662,485.757813,2037.652283,513.992188,21317.539001,527.625,15905.203125,525.039063,3094.521912,3,0,run
519.851563,1749.438904,491.515625,2485.749756,515.726563,19176.120544,523.429688,13119.073181,520.054688,2340.848572,3,0,run
521.484375,2029.062256,491.835938,3992.934021,511.96875,17224.889648,523.617188,13329.220642,523.367188,2117.435486,3,0,run
522.9375,1776.136719,491,5010.921875,521.257813,16869.253845,527.882813,14955.49408,522.539063,2247.342224,3,0,run
523.03125,2452.467773,490.375,5423.296875,524.46875,19552.155273,527.742188,14841.003845,518.953125,2099.982178,3,0,run
522.359375,2928.4646,485.992188,4041.695251,524.484375,21500.671631,525.195313,13216.516541,519.09375,1640.616211,3,0,run
519.132813,1608.224548,486.40625,3714.725586,540.617188,15229.861267,532.554688,12979.168884,513.46875,1343.952148,3,0,run
520.960938,1257.334412,485.09375,3265.522461,547.5625,17412.699219,526.898438,14740.263123,512.28125,1376.327148,3,0,run
524.796875,2089.08374,479.226563,2590.175232,531.296875,23627.693115,523.828125,20205.517334,519.414063,2094.25824,3,0,run
524.8125,1542.339844,489.46875,3200.108398,520.8125,13660.886719,530.515625,16920.718506,516.320313,2843.061462,3,0,run
526.46875,644.217773,501.039063,1757.959412,516.734375,5606.788818,526.453125,5949.591553,513.984375,3377.624756,3,0,run
528.03125,924.561523,500.023438,734.976013,512.789063,5921.010193,521.289063,1841.893005,514.421875,3423.962646,3,0,run
527.632813,960.544861,499.867188,667.912048,515.546875,4491.185303,523.726563,1874.589294,510.34375,2429.334961,3,0,run
529.023438,694.538513,501.070313,530.877869,523.1875,2728.761719,526.476563,1486.968201,508.664063,1760.519958,3,0,run
529.351563,630.306091,501.265625,387.616943,524.554688,2157.668884,523.453125,1690.075928,506.90625,1296.725586,3,0,run
530.757813,1016.011658,496.851563,679.892029,520.414063,5072.211365,526.242188,2207.292908,511.007813,2789.039001,3,0,run
530.398438,1012.66156,497.679688,727.170837,518.96875,5134.405273,527.015625,2014.656006,513.28125,2979.452148,3,0,run
528.742188,793.64447,501.789063,660.057068,519.898438,3584.434998,524.125,1923.796875,511.101563,1606.481873,3,0,run
531.4375,870.824219,495.648438,904.649841,515.398438,5618.427185,527.007813,2581.664001,512.398438,2869.97406,3,0,run
528.945313,807.989197,494.03125,754.967773,519.507813,7475.734314,526.742188,2911.89447,511.328125,3493.298584,3,0,run
525.757813,636.542908,497.140625,633.4646,522.9375,5674.246094,526.03125,3239.092773,508.398438,2366.677185,3,0,run
525.382813,925.486267,489.9375,1470.886719,517.445313,6649.028259,522.078125,7163.072021,513.34375,1908.397461,3,0,run
525.46875,1391.967773,483.867188,1950.787048,516.257813,11173.128845,520.625,8584.40625,520.257813,2872.785095,3,0,run
529.804688,1880.516541,477.664063,2196.957458,509.539063,16056.935974,523.421875,9517.618896,523.140625,4147.3396,3,0,run
533.75,2128.3125,472.296875,2350.755615,512.460938,18843.420349,521.710938,12425.330505,518.335938,3306.613708,3,0,run
535.132813,1501.130798,481.546875,1457.779053,523.726563,14102.292419,526.234375,9152.726318,510.40625,2363.069336,3,0,run
540.921875,1326.603271,494.59375,878.116211,520.15625,8239.131836,529.382813,5371.673767,512.5,2924.9375,3,0,run
545.664063,1486.863708,497.132813,832.771423,516.804688,9431.079041,518.304688,3791.055603,520.320313,3119.733337,3,0,run
546.710938,2000.580505,489.84375,996.897461,513.1875,15045.746094,513.734375,5169.913818,522.75,4010.9375,3,0,run
546.304688,2518.836853,483.703125,1527.630615,519.148438,17510.345154,523.375,5043.1875,517.398438,3863.020935,3,0,run
540.726563,1711.214294,483.148438,1158.095154,530.867188,13907.255798,521.835938,3120.902771,513.5,2837.890625,3,0,run
541.5,774.828125,481.132813,548.802673,521.703125,7152.83374,519.460938,2859.810974,514.265625,1747.460693,3,0,run
542.828125,458.907959,485.570313,483.651306,512.15625,3563.631836,526.109375,2273.378662,517.867188,513.130798,3,0,run
519.78125,1180.655273,504.609375,624.738037,524.007813,3269.445251,525.492188,2266.156189,513.523438,476.186951,2.71875,0.202148,run
484.765625,788.898193,525.9375,428.417969,526.460938,1540.545349,524.835938,1086.199646,510.585938,194.898865,2.21875,0.170898,run
471.070313,4.018494,535.945313,2.395447,517.070313,22.112244,525.296875,63.64624,512.265625,5.523193,2,0,lie
470.445313,6.637634,536.59375,3.163086,516.859375,20.05835,525.609375,80.331787,512.367188,8.201111,2,0,lie
469.070313,10.190369,537.28125,5.420898,517.195313,20.891541,526.445313,113.637634,512.78125,13.952148,2,0,lie
470.257813,13.76947,536.171875,6.095459,517.460938,39.951599,525.179688,103.0224,513.054688,24.348572,2,0,lie
469.953125,15.232178,534.320313,3.655212,517.554688,43.247009,524.953125,79.388428,513.554688,46.747009,2,0,lie
470.046875,23.154053,533.796875,3.880615,517.484375,24.796631,525.789063,57.400818,515.109375,86.706787,2,0,lie
470.109375,19.878662,533.78125,8.295898,518.273438,28.792419,524.742188,33.30072,516.09375,100.397461,2,0,lie
469.382813,15.283142,534.5625,12.636719,518.429688,22.432556,525.71875,26.811523,516.859375,111.667725,2,0,lie
469.773438,18.097107,535.789063,8.588318,517.132813,29.130798,524.882813,60.697205,517.328125,133.251709,2,0,lie
468.484375,16.265381,534.3125,10.886719,518.875,38.359375,522.070313,88.580994,516.835938,132.574646,2,0,lie
467.578125,10.712646,533.03125,7.764648,517.78125,26.858398,524.0625,53.277344,517.445313,121.590759,2,0,lie
467.5,5.390625,532.4375,8.496094,517.546875,19.232178,523.132813,26.896423,517.257813,103.95697,2,0,lie
466.328125,6.048584,531.773438,17.768982,518.078125,20.540771,523.367188,40.138611,516.8125,72.996094,2,0,lie
465.5,6.28125,531.765625,17.210693,516.679688,15.764587,525.34375,28.147461,514.96875,36.717773,2,0,lie
465.5625,6.246094,531.617188,12.439392,518.21875,12.108398,523.34375,23.069336,512.484375,6.468506,2,0,lie
465.125,3.75,531.5625,9.652344,517.9375,10.199219,524.179688,22.05365,512.3125,3.402344,2,0,lie
465.132813,3.958923,531.710938,8.986755,518.25,12.84375,523.671875,22.329834,511.945313,4.817322,2,0,lie
466.226563,5.222107,531.257813,10.191345,518.757813,11.949158,522.703125,23.36499,511.59375,3.600586,2,0,lie
466.132813,5.912048,530.96875,5.342773,516.835938,8.699646,525.585938,22.10199,512.351563,2.493591,2,0,lie
465.25,5.09375,531.289063,4.53363,517.796875,10.943115,524.539063,17.217224,512.078125,3.056396,2,0,lie
465.398438,8.63031,530.84375,10.006836,516.875,59.125,523.796875,21.818115,512.242188,8.449158,2,0,lie
464.070313,9.721619,529.382813,12.376892,517.546875,82.060303,525.210938,37.291443,512.679688,8.436462,2,0,lie
463.4375,2.558594,529.617188,6.455017,519.773438,41.206482,524.5,36,512.257813,7.45697,2,0,lie
464.34375,4.491211,531.289063,6.236755,518.9375,28.386719,524.460938,30.185974,512.15625,12.319336,2,0,lie
465.398438,7.395935,531.773438,7.081482,518.742188,34.972595,525.359375,41.2771,512.460938,11.889099,2,0,lie
466.265625,9.148193,531.8125,8.917969,518.382813,37.626892,524.898438,58.028748,512.710938,14.09613,2,0,lie
465.453125,9.060303,530.429688,11.573181,517.65625,26.381836,524.429688,59.807556,512.703125,12.505615,2,0,lie
464.15625,3.069336,529.179688,4.05365,517.359375,16.12085,526.351563,65.321716,512.554688,5.434509,2,0,lie
464.046875,1.919678,529.9375,3.839844,517.359375,10.667725,527.039063,59.365662,512.71875,7.264648,2,0,lie
464.226563,6.550232,530.375,9.140625,518,20.953125,526.625,64.265625,513.085938,15.922302,2,0,lie
464.023438,8.038513,529.960938,8.725037,518.664063,28.879333,526.921875,78.400146,514.007813,49.179626,2,0,lie
464.492188,11.921814,529.890625,2.956787,517.390625,18.972412,527.390625,65.441162,515.53125,94.655273,2,0,lie
464.953125,25.419678,530.023438,3.038513,518.007813,10.164001,526.039063,41.834412,515.867188,116.208923,2,0,lie
508.390625,1950.316162,509.820313,479.538025,519.085938,278.875427,524.835938,558.465271,513.398438,176.06781,4,4,lie
552.914063,157.062927,486.90625,128.772461,517.96875,726.905273,522.476563,1035.343201,513.195313,248.313416,6,0,upstairs
551.046875,220.075928,485.890625,112.019287,515.703125,878.61499,519.617188,838.767517,513.4375,247.855469,6,0,upstairs
550.4375,233.496094,487.953125,198.357178,505.242188,1057.652283,519.4375,1219.386719,517.195313,259.688416,6,0,upstairs
552.070313,194.455994,486.820313,259.3974,505.71875,891.202148,517.78125,1467.233398,517.640625,264.24585,6,0,upstairs
549.523438,147.890076,483.351563,189.009216,514.4375,483.980469,518.375,889.828125,513.507813,232.953064,6,0,upstairs
549.570313,129.479431,480.0625,138.027344,516.1875,456.417969,523.929688,599.846619,513.789063,228.791443,6,0,upstairs
550.898438,118.481873,480.625,111.84375,518.453125,395.325928,525.53125,521.983398,511.765625,210.945068,6,0,upstairs
551.054688,187.411072,481.703125,149.036865,518.226563,528.362732,522.601563,711.333435,512.929688,216.502869,6,0,upstairs
548.976563,258.147888,483.25,227.0625,518.28125,929.999023,525.40625,1158.803711,516.609375,229.175537,6,0,upstairs
548.3125,287.871094,487.929688,169.284119,510.140625,1658.24585,524.554688,1183.325134,518.265625,198.866943,6,0,upstairs
548.789063,410.088318,489.265625,211.054443,498.515625,3184.234131,516.453125,1826.888428,519.289063,389.205505,6,0,upstairs
548.867188,475.490173,489.773438,283.956482,499.132813,3468.130798,515.34375,1809.600586,518.070313,453.205994,6,0,upstairs
550.65625,528.428711,488.53125,271.374023,506.101563,3459.294373,520.773438,1183.659607,517.625,367.796875,6,0,upstairs
550.023438,500.194763,488.734375,264.710693,513.929688,3161.518494,522.59375,1185.866211,516.9375,363.371094,6,0,upstairs
550.65625,460.069336,488.859375,289.05835,512.476563,2519.374451,524.515625,1315.968506,517.171875,347.704834,6,0,upstairs
550.054688,471.426697,488.289063,252.78363,506.546875,2218.169678,521.664063,1362.519958,519.039063,391.834412,6,0,upstairs
549.796875,314.693115,486.414063,181.461365,507.8125,944.714844,514.679688,1029.670837,519.140625,312.667725,6,0,upstairs
552.539063,182.248474,483.421875,147.181396,510.898438,472.419373,518.351563,792.884216,517.96875,266.608398,6,0,upstairs
542.046875,370.185303,494.617188,278.298767,510.929688,420.846619,529.789063,764.619568,525.351563,585.915466,6,0,upstairs
527.171875,255.782959,501.976563,229.632263,509.1875,479.433594,524.414063,943.492615,526.34375,680.788086,6,0,upstairs
526.023438,191.897888,496.914063,207.359802,506.5625,587.011719,518.835938,889.777771,518.96875,358.389648,6,0,upstairs
531.234375,178.695068,491.71875,159.983398,505.234375,436.929443,521.515625,809.531006,517.328125,252.767334,6,0,upstairs
537.664063,160.535583,484.804688,125.032166,513.226563,443.518982,521.09375,522.209961,516.960938,275.256287,6,0,upstairs
538.601563,161.864685,483.875,132.203125,519.523438,485.640076,526.28125,501.405273,516.835938,190.230896,6,0,upstairs
536.351563,139.134216,487.5625,120.917969,518.46875,462.874023,525.640625,468.792725,513.78125,154.983398,6,0,upstairs
539.898438,191.716248,486.171875,145.751709,514.101563,543.700623,520.554688,606.950134,513.859375,243.5271,6,0,upstairs
540.984375,273.562256,485.554688,186.668884,514.335938,729.582458,523.585938,1186.711365,516.21875,356.405273,6,0,upstairs
